id,required,phase,area,scenario,expected,evidence
AC-A14-E2E-11,yes,A14,RealE2E,CANCEL-FAIL-01: upstream cannot cancel,old run continues; new revision queued,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-12,yes,A14,RealE2E,GAP-DATA-01: missing product,automatic explanation; zero interrupts,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-13,yes,A14,RealE2E,GAP-CAP-01: missing capability,automatic explanation; zero interrupts,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-14,yes,A14,RealE2E,CONFLICT-01: stale revision proposal,409 ANALYSIS_REVISION_CONFLICT,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-15,yes,A14,RealE2E,CONFLICT-02: same idempotency key different request,409 IDEMPOTENCY_CONFLICT,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-16,yes,A14,RealE2E,EDIT-01: edit forbidden path,422 EDIT_PATH_NOT_ALLOWED,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-17,yes,A14,RealE2E,EDIT-02: invalid public args,422 PUBLIC_ARGS_SCHEMA_INVALID,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-18,yes,A14,RealE2E,DELTA-01: out-of-order state delta,snapshot resync,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-19,yes,A14,RealE2E,EVENT-01: duplicate upstream event,idempotent,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-20,yes,A14,RealE2E,EVENT-02: same sequence different payload,protocol failure,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-21,yes,A14,RealE2E,EVENT-03: late old-plan event,audit only; active state unchanged,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-22,yes,A14,RealE2E,DISCONNECT-01: browser disconnect,analysis continues,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-23,yes,A14,RealE2E,RECONNECT-01: new observer connection,state/activity snapshots,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-24,yes,A14,RealE2E,LAYER-01: layer load fails,analysis finding remains available,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-25,yes,A14,RealE2E,FOCUS-01: inspection vs execution focus,independent,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-26,yes,A14,RealE2E,TIME-01: historical window with GDPS,CURRENT_BACKGROUND,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-27,yes,A14,RealE2E,PARITY-01: OpenAI and AG-UI,same explanation/revision identity,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-28,yes,A14,RealE2E,SECURITY-01: foreign scope layer,no identity leak,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-FINAL-01,yes,A14,Final,v0.4 base ancestry,Candidate contains actual base,CI/REPORT/GIT
AC-A14-FINAL-02,yes,A14,Final,WSGS handoff SHA,Actual authoritative lock,CI/REPORT/GIT
AC-A14-FINAL-03,yes,A14,Final,AG-UI v0.2 regression,Pass,CI/REPORT/GIT
AC-A14-FINAL-04,yes,A14,Final,AG-UI v0.3 official contract,Pass,CI/REPORT/GIT
AC-A14-FINAL-05,yes,A14,Final,Real WSGS events,Not reconstructed,CI/REPORT/GIT
AC-A14-FINAL-06,yes,A14,Final,Real Gateway evidence,Traceable,CI/REPORT/GIT
AC-A14-FINAL-07,yes,A14,Final,Real GDPS/STAS source,Traceable,CI/REPORT/GIT
AC-A14-FINAL-08,yes,A14,Final,Real PostgreSQL,All lifecycle data durable,CI/REPORT/GIT
AC-A14-FINAL-09,yes,A14,Final,Zero-interrupt autonomous case,Pass,CI/REPORT/GIT
AC-A14-FINAL-10,yes,A14,Final,Map browse zero-command case,Pass,CI/REPORT/GIT
AC-A14-FINAL-11,yes,A14,Final,Proposal/revision case,Pass,CI/REPORT/GIT
AC-A14-FINAL-12,yes,A14,Final,Ambiguity interrupt case,Pass,CI/REPORT/GIT
AC-A14-FINAL-13,yes,A14,Final,Cancel acknowledgement case,Pass,CI/REPORT/GIT
AC-A14-FINAL-14,yes,A14,Final,Disconnect recovery case,Pass,CI/REPORT/GIT
AC-A14-FINAL-15,yes,A14,Final,No direct downstream,Architecture pass,CI/REPORT/GIT
AC-A14-FINAL-16,yes,A14,Final,No spatial calculation,Architecture pass,CI/REPORT/GIT
AC-A14-FINAL-17,yes,A14,Final,All SACS regressions,Pass,CI/REPORT/GIT
AC-A14-FINAL-18,yes,A14,Final,Docker image 0.5.0,Build/metadata pass,CI/REPORT/GIT
AC-A14-FINAL-19,yes,A14,Final,Compose readiness,Pass,CI/REPORT/GIT
AC-A14-FINAL-20,yes,A14,Final,SBOM,Generated,CI/REPORT/GIT
AC-A14-FINAL-21,yes,A14,Final,Evidence map,Every row mapped,CI/REPORT/GIT
AC-A14-FINAL-22,yes,A14,Final,No aggregate pass,Independent statuses,CI/REPORT/GIT
AC-A14-FINAL-23,yes,A14,Final,Task branch remote SHA,Exact,CI/REPORT/GIT
AC-A14-FINAL-24,yes,A14,Final,Draft PR,Correct stacked base,CI/REPORT/GIT
AC-A14-FINAL-25,yes,A14,Final,No protected action,No merge/tag/release/deploy,CI/REPORT/GIT
AC-SCHEMA-001,yes,A02,Schema,acceptance-evidence-map.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-002,yes,A02,Schema,agui-state-v03.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-003,yes,A02,Schema,analysis-change-proposal.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-004,yes,A02,Schema,analysis-event.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-005,yes,A02,Schema,analysis-intervention.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-006,yes,A02,Schema,analysis-node-state.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-007,yes,A02,Schema,analysis-projection.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-008,yes,A02,Schema,analysis-revision.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-009,yes,A02,Schema,analysis-run.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-010,yes,A02,Schema,analysis-session.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-011,yes,A02,Schema,focus-target.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-012,yes,A02,Schema,map-layer-descriptor.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-013,yes,A02,Schema,map-shared-state.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-014,yes,A02,Schema,observer-policy-decision.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-015,yes,A02,Schema,timeline-projection.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-016,yes,A02,Schema,tool-interaction-descriptor.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-017,yes,A02,Schema,wsgs-analysis-consumer-lock.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-018,yes,A02,Schema,wsgs-analysis-event.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-SCHEMA-019,yes,A02,Schema,wsgs-analysis-plan.schema.json,Draft 2020-12 valid and implementation contract tests present,SCHEMA
AC-NONGOAL-01,yes,A13,NonGoal,MVT,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-02,yes,A13,NonGoal,RASTER_TILE,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-03,yes,A13,NonGoal,CZML,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-04,yes,A13,NonGoal,PRESENTATION_PROXY,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-05,yes,A13,NonGoal,FULL_EVENT_CURSOR_REPLAY,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-06,yes,A13,NonGoal,AGUI_RESUMABLE_TRUE,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-07,yes,A13,NonGoal,WEBSOCKET_STEERING,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-08,yes,A13,NonGoal,APPLY_AFTER_CURRENT_NODE,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-09,yes,A13,NonGoal,FULL_PRODUCTION_CESIUM_UI,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-NONGOAL-10,yes,A13,NonGoal,LARGE_SCALE_TRAJECTORY_PLAYBACK,Not implemented or falsely advertised in v0.5,STATIC_GUARD
AC-EDGE-001,yes,A01,EdgeCase,empty plan nodes,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-002,yes,A02,EdgeCase,duplicate plan node IDs,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-003,yes,A03,EdgeCase,plan graph cycle,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-004,yes,A05,EdgeCase,missing dependency,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-005,yes,A06,EdgeCase,editable path absent from schema,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-006,yes,A07,EdgeCase,public args __proto__ key,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-007,yes,A08,EdgeCase,JSON Patch move/copy,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-008,yes,A09,EdgeCase,JSON Patch root replacement,reject by default,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-009,yes,A10,EdgeCase,non-finite coordinate,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-010,yes,A11,EdgeCase,coordinate count above ceiling,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-011,yes,A12,EdgeCase,proposal after expiry,410,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-012,yes,A13,EdgeCase,proposal after archive,409,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-013,yes,A01,EdgeCase,cancel completed run,idempotent terminal response,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-014,yes,A02,EdgeCase,resolve closed intervention differently,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-015,yes,A03,EdgeCase,cross-thread lookup,non-disclosure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-016,yes,A05,EdgeCase,cross-principal proposal,non-disclosure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-017,yes,A06,EdgeCase,foreign payload reference,non-disclosure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-018,yes,A07,EdgeCase,snapshot hash mismatch,fail closed,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-019,yes,A08,EdgeCase,activity revision mismatch,full snapshot,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-020,yes,A09,EdgeCase,state snapshot after delta,replace shared state,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-021,yes,A10,EdgeCase,same event ID different payload,protocol failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-022,yes,A11,EdgeCase,same sequence exact duplicate,ignore,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-023,yes,A12,EdgeCase,plan revision regression,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-024,yes,A13,EdgeCase,new plan missing parent relation,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-025,yes,A01,EdgeCase,node sets overlap,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-026,yes,A02,EdgeCase,user draft not submitted,no server mutation,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-027,yes,A03,EdgeCase,pin unstable feature,visual only,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-028,yes,A05,EdgeCase,map selection without stable identity,not conversation focus,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-029,yes,A06,EdgeCase,data gap plus factual finding,contract failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-030,yes,A07,EdgeCase,tool result contains large geometry,reject/bound,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-031,yes,A08,EdgeCase,ToolCallResult wrong toolCallId,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-032,yes,A09,EdgeCase,interrupt without prior snapshot,contract failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-033,yes,A10,EdgeCase,resume wrong thread,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-034,yes,A11,EdgeCase,resume wrong principal,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-035,yes,A12,EdgeCase,resume expired interrupt,410,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-036,yes,A13,EdgeCase,old run event after supersede,audit only,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-037,yes,A01,EdgeCase,compile timeout,COMPILE_FAILED,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-038,yes,A02,EdgeCase,WSGS unavailable during compile,safe failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-039,yes,A03,EdgeCase,database commit succeeds SSE fails,snapshot recovery,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-040,yes,A05,EdgeCase,SSE disconnect mid tool args,snapshot recovery,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-041,yes,A06,EdgeCase,v0.2 client sees v0.3 event,profile isolation,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-042,yes,A07,EdgeCase,v0.3 request omitted,deterministic profile policy,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-043,yes,A08,EdgeCase,unknown custom event,no state authority,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-044,yes,A09,EdgeCase,map layer loading error,text unaffected,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-045,yes,A10,EdgeCase,historical source stale,not current,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-046,yes,A11,EdgeCase,multiple local drafts,allowed locally,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-047,yes,A12,EdgeCase,multiple submitted proposals,server rejects second,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-048,yes,A13,EdgeCase,CURRENT_BACKGROUND mislabeled historical,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-049,yes,A01,EdgeCase,user override mutates GOWM reference,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-050,yes,A02,EdgeCase,productId arbitrary text edit,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-051,yes,A03,EdgeCase,operationId edit attempt,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-052,yes,A05,EdgeCase,dataScope edit attempt,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-053,yes,A06,EdgeCase,descriptorHash edit attempt,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-054,yes,A07,EdgeCase,current run changed in-place,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-055,yes,A08,EdgeCase,retry creates revision,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-056,yes,A09,EdgeCase,new args without WSGS compile,reject,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-057,yes,A10,EdgeCase,SACS computes reuse nodes,architecture failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-058,yes,A11,EdgeCase,Gap triggers interrupt,policy failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
AC-EDGE-059,yes,A12,EdgeCase,read-only tool asks approval,policy failure,UNIT/CONTRACT/SECURITY/REFERENCE_CLIENT
